,text,spam
10,"Subject: great nnews  hello , welcome to medzonline sh groundsel op  we are pleased to introduce ourselves as one of the ieading online phar felicitation maceuticai shops .  helter v  shakedown r  a cosmopolitan l  l blister l  l bestow ag  ac tosher l  is coadjutor va  confidant um  andmanyother .  - sav inexpiable e over 75 %  - total confide leisure ntiaiity  - worldwide s polite hlpplng  - ov allusion er 5 miilion customers in 150 countries  have devitalize a nice day !",1
11,"Subject: ben zhang  any suggestions ?  - g  - - - - - - - - - - - - - - - - - - - - - - forwarded by grant masson / hou / ect on 09 / 13 / 2000 09 : 06  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron north america corp .  from : toni graham @ enron 09 / 12 / 2000 09 : 33 pm  to : grant masson / hou / ect @ ect  cc :  subject : ben zhang  what do you want to do ? my experience tells me that it ' s not about the  money . his wife doesn ' t want to move .  - - - - - - - - - - - - - - - - - - - - - - forwarded by toni graham / corp / enron on 09 / 12 / 2000  09 : 23 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  meastman @ qualitec . com on 09 / 12 / 2000 09 : 46 : 48 am  to :  cc :  subject : ben zhang  toni ,  i spoke with ben this morning and he is asking me what he should do . he  knows how good the opportunity is  and this is something he really wants to do . however , his wife is having a  hard time making the commitment . although he says she is not totally against  it , she is obviously not 100 % sold . ben feels bad about keeping vince ,  grant , and other potential team members at enron waiting . he does not want  to lose the opportunity , yet he needs some help in convincing his wife . i am  open for suggestions . is this somebody you really want and if so what can  we do get him ?  thanks ,  mike  qualitec professional services , lp  accounting - financial - energy risk - tax  search consultants  mike eastman , cpc  president  281 - 647 - 9300 fax 281 - 647 - 0933  email - meastman @ qualitec . com",0
12,"Subject: here ' s a hot play in motion  homeland security investments  the terror attacks on the united states on september 11 , 20 ol have  changed  the security landscape for the foreseeable future . both physical and  | ogica |  security have become paramount for all industry segments , especia | | y in  the  banking , nationa | resource and government sectors . according to giga ,  a  who | | y owned subsidiary of forrester research , woridwide demand for  information security products and services is set to eclipse $ 46 b by  2005 .  homeiand security investments is a newsietter dedicated to providing  our  readers with information pertaining to investment opportunities in this  lucrative sector . as we know , events related to homeland security  happen  with lightning speed . what we as investors can do is position  ourselves in  such a way as to take advantage of the current trends and be ready to  capitalize on events which have yet to happen . homeland security  investments is here to heip our readers do just that .  with this in mind , it is with great excitement that we present vinoble ,  inc .  this stock is expected to do big things in both the near and | ong  terms .  symbol : vnbl . ob  current price : o . 08  short term target price : o . 35  12 month target price : 1 . 20  * * * why we believe vnbl . ob will give big returns on investment * * *  * at this time much of vnbl ' s focus is on rfid ( radio frequency  identification ) technoiogy . this is technology which uses tiny sensors  to  transmit information about a person or object wireiessly .  * vnbl is aiready an industry pioneer in the rfid personal location  technoiogy .  * vnbl is developing a form of rfid technology which allows companies  and  governments to wirelessly track their assets and resources . such  technoiogy  has huge potentia | in the protection and transportation of materiais  designated "" high risk "" were they to fa | | into the wrong hands .  * vnbl works on integration of the two afore mentioned systems in order  to  create "" high security space "" in | ocaies where it is deemed necessary .  locations which may take advantage of such systems are airports , sea  ports ,  mines , nuciear faciiities , and more .  * as with a | | stocks , news drives the short term price . fresh news has  made vnbl a hot buy .  news on vnbl  malibu , calif . - - ( business wire ) - - june 16 , 2 oo 5 - - vinoble , inc .  ( otcbb : vnbl -  news ) , a holding company seeking to identify | ong - term growth  opportunities  in the areas of homeland security , security information systems , and  other  security services , announced today that it pians to offer products and  services that wiil assist in the automation of the identification and  control of equipment , assets , toois , and the related processes used in  the  oi | & gas and petrochemical industries .  although smail wireiessly networked rfid sensors can monitor machines  and  equipment to detect possible problems before they become serious , they  can  aiso deiiver safety features within oi | welis . oi | maybe trapped in  different | ayers of rock , aiong with gas and water . detection of  specific  | iquids can assist equipment in operating within a specific precise  opportune moment to ensure certain adverse conditions do not occur ,  such as  a well filiing with water .  as with other rf based technoiogy applications , rfid can also provide  the  safe transit of materiais by only the authorized handler , and limit the  entry of personne | to specific | ocations . ensuring personnel safety is  essential , should there be an emergency at a faciiity , rfid tags wouid  enabie the customer to track and evaiuate its empioyee ' s safety and / or  danger . this application technology requires product and hardware that  can  operate in harsh and potentia | | y hazardous conditions , but gives  valuable  safety to the resources and assets that are vita | to the customer . rfid  can  aiso assist the customer ' s supply chain by tracking oi | , gas , and  chemica |  products from extraction to refining to the saie at the retai | | evel .  vinoble ' s viewpoint as previousiy stated is that these applications are  more  than just a vaiuable too | to the mining industry , but as a protective  measure of our country ' s natura | resources and commodities against  threat .  preservation of these fueis and resources is important to the safety of  u . s .  industry and economy .  the company believes that such offering service and technoiogy  appiication  in the oil & gas and petrochemical industry wil | further position  vinoble in  a rapidly expanding industry whiie taking advantage of access to the  increasing capital and gioba | spending that the company wi | | require  for  growth . the company ' s goal is to aiso provide a much - needed service at  a  cost manageable to even the sma | | est of businesses that can ' t afford to  do  without the safety of its personnel and assets in this current state of  constant threat .  this is outstanding news . the growth potential for this company is  exceptional . in an already hot industry , vnbl . ob stands out as a truiy  innovative pioneer . we see big things happening to this stock .  information within this emai | contains "" forward looking statements ""  within the meaning of section 27 a of the securities act of 1933 and  section 21 b of the securities exchange act of 1934 . any statements that  express or involve discussions with respect to predictions ,  expectations , beliefs , pians , projections , objectives , goals ,  assumptions or  future  events or performance are not statements of historica | fact and may be  "" forward | ooking statements . "" forward | ooking statements are based on  expectations , estimates and projections at the time the statements are  made that invoive a number of risks and uncertainties which couid cause  actua | results or events to differ materia | | y from those presently  anticipated . forward looking statements in this action may be  identified  through the use of words such as "" projects "" , "" foresee "" , "" expects "" ,  "" wi | | , "" "" anticipates , "" "" estimates , "" "" beiieves , "" "" understands "" or  that by  statements indicating certain actions "" may , "" "" couid , "" or "" might "" occur .  as with many micro - cap stocks , today ' s company has additional risk  factors worth noting . those factors inciude : a limited operating  history ,  the company advancing cash to reiated parties and a shareholder on an  unsecured basis : one vendor , a related party through a majority  stockhoider , supplies ninety - seven percent of the company ' s raw  materiais :  reiiance on two customers for over fifty percent of their business and  numerous related party transactions and the need to raise capital .  these  factors and others are more fuily speiled out in the company ' s sec  fiiings . we urge you to read the filings before you invest . the rocket  stock  report does not represent that the information contained in this  message states ail materia | facts or does not omit a material fact  necessary  to make the statements therein not misleading . ail information  provided within this emai | pertaining to investing , stocks , securities  must  be  understood as information provided and not investment advice . the  rocket stock report advises all readers and subscribers to seek advice  from  a registered professiona | securities representative before deciding to  trade in stocks featured within this email . none of the material within  this report shal | be construed as any kind of investment advice or  solicitation . many of these companies are on the verge of bankruptcy .  you  can lose ail your money by investing in this stock . the publisher of  the rocket stock report is not a registered investment advisor .  subscribers should not view information herein as | ega | , tax ,  accounting or  investment advice . any reference to past performance ( s ) of companies  are  speciaily seiected to be referenced based on the favorabie performance  of  these companies . you wouid need perfect timing to achieve the resuits  in the exampies given . there can be no assurance of that happening .  remember , as aiways , past performance is never indicative of future  results and a thorough due diiigence effort , including a review of a  company ' s filings , shouid be completed prior to investing . in  compiiance  with the securities act of 1933 , section 17 ( b ) , the rocket stock report  discioses the receipt of tweive thousand doilars from a third party  ( gem , inc . ) , not an officer , director or affiliate sharehoider for  the  circuiation of this report . gem , inc . has a position in the stock  they  wil | se | | at any time without notice . be aware of an inherent confiict  of interest resuiting from such compensation due to the fact that this  is a paid advertisement and we are conflicted . al | factua | information  in this report was gathered from pubiic sources , inciuding but not  limited to company websites , sec fiiings and company press releases .  the  rocket stock report beiieves this information to be reliabie but can  make  no guarantee as to its accuracy or compieteness . use of the materia |  within this email constitutes your acceptance of these terms .",1
13,"Subject: manoj gupta - interview schedule  attached you will find the interview packet for the above - referenced person . the interview will happen monday , april 16 , 2001 . please print all three documents for your hard copies . if you have any questions , or conflicts of schedule , please do not hesitate to contact me .  sasha divelbiss  58714",0
14,Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialis has a lot of advantages over viagra  - the effect iasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with aicohol ! we ship to any country !  get it right now ! . ,1
15,"Subject: re : hello from vince kaminski at enron  ashley ,  i agree with you . two trips are the best solution , unless of course shmuel  rearranges  the speaker list and the 16 th will work for the presentation as well .  coordinating so many different events is never easy . thanks for your  patience .  vince  enron technology  from : ashley baxter @ enron 08 / 30 / 2000 08 : 24 am  to : vince j kaminski / hou / ect @ ect  cc : shirley crenshaw / hou / ect @ ect  subject : re : hello from vince kaminski at enron  vince ,  actually , the general presentation that i have scheduled for the faculty club  ( a dining / meeting room ) on campus is set for 7 : 00 p . m . - 9 : 00 p . m . on monday  the 16 th . i can attempt to change the presentation date again , however i  feel that it would be very unlikely that we are able to get another facility  that is near campus . at this point it may be better to plan on making two  seperate trips so that we are able to handle both events . maybe we could  combine another presentation in during the same visit . what do you think ?  ashley  vince j kaminski @ ect  08 / 30 / 2000 08 : 03 am  to : "" shmuel oren "" @ enron  cc : vince j kaminski / hou / ect @ ect , ashley baxter / corp / enron @ enron , shirley  crenshaw / hou / ect @ ect  subject : re : hello from vince kaminski at enron  shmuel ,  let ' s see if we can either rearrange the seminar speakers  or change the date of our visit to the campus . ashley baxter , our coordinator  is very efficient and  got a faculty room for a presentation on monday morning on the 16 th .  vince  "" shmuel oren "" on 08 / 29 / 2000 05 : 37 : 33 pm  to :  cc :  subject : re : hello from vince kaminski at enron  dear vince . i spoke too soon . apparently the seminar slot on the 16 was  already filled . i will see if i can switch the speaker for that week to the  following week . in any case we are on for dinner on the 16 .  shmuel s . oren , professor  dept . of industrial engineering  and operations research  4117 etcheverry hall  university of california  berkeley , ca 94720 - 1777  e - mail : oren @ ieor . berkeley . edu  phone : ( 510 ) 642 - 1836 or 5484  fax : ( 510 ) 642 - 1403  - - - - - original message - - - - -  from :  to :  cc : ;  sent : tuesday , august 29 , 2000 5 : 01 pm  subject : re : hello from vince kaminski at enron  >  > shmuel ,  >  > the date of our trip to berkeley has been set . it will be october 16 th and  > 17 th  > ( monday and tuesday ) .  >  > i shall be glad to make a presentation on energy derivatives markets  > ( development of the markets in the us and europe , valuation difficulties ,  > enron ' s role  > in developing the forward markets for natural gas and electricity ) .  >  > please , let me know if this topic would be of interest to you . if this is  > the  > case , i shall follow with a title and an abstract .  >  > by the way , are you free for dinner on monday ?  >  > vince  >  >  >  >  >  >  > "" shmuel oren "" on 08 / 24 / 2000 08 : 59 : 38 am  >  > to : "" vince j kaminski ""  > cc :  > subject : re : hello from vince kaminski at enron  >  >  > great . our seminars are 3 : 30 to 5 pm . if it works for you please send me a  > title and abstract .  > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > shmuel s . oren , professor  > dept . of industrial engineering  > and operations research  > 4117 etcheverry hall  > university of california  > berkeley , ca 94720 - 1777  > e - mail : oren @ ieor . berkeley . edu  > phone : ( 510 ) 642 - 1836 or 5484  > fax : ( 510 ) 642 - 1403  > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  >  > - - - - - original message - - - - -  > from : "" vince j kaminski ""  > to : "" shmuel oren ""  > cc : "" vince j kaminski "" ; "" ashley baxter ""  >  > sent : thursday , august 24 , 2000 9 : 58 am  > subject : re : hello from vince kaminski at enron  >  >  > >  > >  > > shmuel ,  > >  > > thanks for the message . i am working with our recruiter , ashley baxter ,  > > to finalize the date of the trip . i shall shoot for october the 23 rd  > > if this date works for the rest of our team .  > >  > > vince  > >  > >  > >  > >  > >  > >  > > "" shmuel oren "" on 08 / 23 / 2000 11 : 46 : 19 am  > >  > > to : vince j kaminski / hou / ect @ ect  > > cc :  > > subject : re : hello from vince kaminski at enron  > >  > >  > >  > > dear vince .  > > i sent you a reply earlier this month but i haven ' t heard from you about  > the  > > date of your visit . our department has a seminar every monday . if you  can  > > schedule your visit on a monday i would like to invite you to give a  > seminar  > > which will be attended by many of our graduate students and faculty and  > will  > > give you an opportunity to tell them about your program . with sufficient  > > lead - time i can advertise the seminar in the hass school to their  > financial  > > engineering students .  > > shmuel .  > > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > > shmuel s . oren , professor  > > dept . of industrial engineering  > > and operations research  > > 4117 etcheverry hall  > > university of california  > > berkeley , ca 94720 - 1777  > > e - mail : oren @ ieor . berkeley . edu  > > phone : ( 510 ) 642 - 1836 or 5484  > > fax : ( 510 ) 642 - 1403  > > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > >  > > - - - - - original message - - - - -  > > from :  > > to : ; ;  > >  > > sent : tuesday , august 08 , 2000 10 : 59 am  > > subject : hello from vince kaminski at enron  > >  > >  > > > shmuel ,  > > >  > > > i hope you remember me . i visited you together with aram sogomonian , a  > > > good friend of mine , a few years ago . i am currently responsible ,  among  > > > other things , for recruiting graduates with finance and / or technical  > > > backgrounds at the university of berkeley . i would be glad to give you  > a  > > > call and talk more about the details of our program . my colleague ,  > > > ashleybaxter , from the analyst / associate program at enron would join  me  > > > as well .  > > >  > > > i am sending you a copy of the brochure about the analyst / associate  > > > program .  > > >  > > > vince kaminski  > > >  > > >  > > > vincent kaminski  > > > managing director - research  > > > enron corp .  > > > 1400 smith street  > > > room ebl 962  > > > houston , tx 77002 - 7361  > > >  > > > phone : ( 713 ) 853 3848  > > > fax : ( 713 ) 646 2503  > > > e - mail : vkamins @ enron . com  > > >  > >  > >  > >  > >  > >  > >  >  >  >  >  >  >",0
16,"Subject: undeliverable : home based business for grownups  your message  subject : home based business for grownups  sent : sun , 21 jan 2001 09 : 24 : 27 + 0100  did not reach the following recipient ( s ) :  75 @ tfi . kpn . com on mon , 25 feb 2002 13 : 32 : 23 + 0100  the recipient name is not recognized  the mts - id of the original message is : c = us ; a = ; p = ptt  telecom ; l = mtpi 70590202251232 fjt 4 d 8 q 5  msexch : ims : kpn - telecom : i : mtpi 7059 0 ( 000 co 5 a 6 ) unknown recipient",1
17,"Subject: candlestick charts  fyi fallout  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts / hou / ect on 05 / 04 / 2001  02 : 05 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : sue neville / enron @ enronxgate on 05 / 04 / 2001 02 : 02 pm  to : mike a roberts / hou / ect @ ect  cc : lee ferrell / enron @ enronxgate , kent miller / et & s / enron @ enron  subject : candlestick charts  mike ,  i work for enron transportation and storage in their storage marketing  group . my group has been using technical analysis from your website to help  make daily storage trading revenue decisions . on your web site , you  indicated you would be discontinueing some of the information we use . we had  interviewed external technical service profiders , and chose not to buy their  service because we had your information available to us to help us make  financial decisions . specifically , we need the candlestick charts and  analysis on natural gas , and we also need the elliot wave analysis on natural  gas .  can you please reconsider your decision to discontinue the technical analysis  data aforementioned ?  sue neville  director , storage marketing  ets",0
18,Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialis has a lot of advantages over viagra  - the effect lasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with aicohoi ! we ship to any country !  get it right now ! . ,1
19,"Subject: faculty information sheet  mr . kaminski ;  i will fax the faculty information sheet to you so that you may check for  accuracy . also , i will fax your formal offer letter to you this afternoon .  please allow by dec . 15 for your paperwork to be processed . after that  date , you should contact bill ciminelli , director of administration , ( 713 )  348 - 5377 . bill can assist you with assigning your mailbox and office  space , membership for faculty club card ( campus cafeteria for faculty and  staff only ! ) , rice i . d . card , and parking decal . also , suzana vazquez ,  bill ' s assistant , ( 713 ) 348 - 3736 , can assist you with any materials that  you want to be copied and / or distributed to your students .  if you need to order any required or suggested book ( s ) for your course ,  please contact the campus bookstore at ( 713 ) 348 - 4052 . the bookstore does  not order examination copies for faculty . you must contact the publisher  if you are wanting an examination or desk copy of a book .  if you have any questions , please feel free to contact me at my office  ( 713 ) 348 - 3733 or email .  jacquelyn j . gambrell  executive assistant to the associate dean for faculty affairs  jones graduate school of management / ms 531  rice university  p . o . box 1892  houston , texas 77251 - 1892  office ph . ( 713 ) 348 - 3733  email : gambrell @ rice . edu ",0
